"hhcode","casenum","date","weight_","day","month","year","thanaid","thanade","villid","villde","hhid","partcptn","hhtype","hhserial","relign","relhh","distance","lat_type","electric","samity","member","d_hat","d_bcentr","d_bank"
2321939,94,"7/15/99",1,22,6,99,23,"SONARGAON",2,"",19,3,9,26,1,2,0.5,3,2,1,2,1.5,1.5,8
2330131,45,"9/05/95",1,4,7,99,23,"SONARGAON",3,"",1,3,1,1,2,1,0.0199999995529652,3,1,1,2,0.0799999982118607,0.0799999982118607,6
2330141,68,"9/12/95",1,14,7,99,23,"SONARGAON",3,"",1,4,1,24,1,1,0.400000005960464,2,2,1,2,0.800000011920929,0.800000011920929,6
2330151,73,"9/12/95",1,5,8,99,23,"SONARGAON",3,"",1,5,1,29,1,2,0.150000005960464,3,2,1,2,0.150000005960464,0.150000005960464,2.5
2330231,46,"9/05/95",1,6,7,99,23,"SONARGAON",3,"",2,3,1,2,1,2,0.0399999991059303,2,1,1,2,0.0599999986588955,0.0599999986588955,6
2330241,69,"9/12/95",1,7,8,99,23,"SONARGAON",3,"",2,4,1,25,2,1,0.5,2,2,1,2,1,1,4
2330251,74,"9/12/95",1,20,7,99,23,"SONARGAON",3,"",2,5,1,30,2,1,0.300000011920929,4,1,1,2,0.300000011920929,0.300000011920929,6
2330331,47,"9/05/95",1,22,7,99,23,"SONARGAON",3,"",3,3,1,3,1,2,0.100000001490116,3,2,1,2,0.200000002980232,0.200000002980232,3
2330341,70,"9/12/95",1,16,7,99,23,"SONARGAON",3,"",3,4,1,26,2,1,1,3,1,1,2,2,2,7
2330351,75,"9/12/95",1,4,8,99,23,"SONARGAON",3,"",3,5,1,31,1,2,0.5,1,2,2,1.79769313486232e+308,0.5,0.5,3
2330431,48,"9/05/95",1,7,7,99,23,"SONARGAON",3,"",4,3,1,4,2,3,0.200000002980232,3,1,1,2,0.300000011920929,0.300000011920929,6
2330441,71,"9/12/95",1,1,8,99,23,"SONARGAON",3,"",4,4,1,27,1,2,0.25,1,1,2,1.79769313486232e+308,0.5,0.5,3
2330459,76,"9/12/95",1,12,8,99,23,"SONARGAON",3,"",4,5,9,32,1,1,0.100000001490116,3,1,1,2,0.200000002980232,0.200000002980232,6
2330531,49,"9/05/95",1,25,7,99,23,"SONARGAON",3,"",5,3,1,5,2,2,0.100000001490116,4,1,1,2,0.5,0.5,3
2330541,72,"9/12/95",1,19,7,99,23,"SONARGAON",3,"",5,4,1,28,1,2,0.5,2,2,1,2,1.5,1.5,6
2330631,50,"9/05/95",1,17,7,99,23,"SONARGAON",3,"",6,3,1,6,1,1,0.150000005960464,4,1,1,2,0.5,0.5,3
2330731,51,"9/05/95",1,29,7,99,23,"SONARGAON",3,"",7,3,1,7,1,2,0.100000001490116,3,1,1,2,0.400000005960464,0.400000005960464,3
2330831,52,"9/05/95",1,10,7,99,23,"SONARGAON",3,"",8,3,1,8,1,2,0.400000005960464,2,2,1,2,0.899999976158142,0.899999976158142,6
2330931,53,"9/05/95",1,26,7,99,23,"SONARGAON",3,"",9,3,1,9,1,1,0.200000002980232,2,1,1,2,0.400000005960464,0.400000005960464,2.5
2331031,54,"9/05/95",1,12,7,99,23,"SONARGAON",3,"",10,3,1,10,1,1,0.5,4,1,2,1.79769313486232e+308,1,1,6
2331131,55,"9/05/95",1,28,7,99,23,"SONARGAON",3,"",11,3,1,11,1,2,0.5,3,1,2,1.79769313486232e+308,1,1,4
2331231,56,"9/05/95",1,18,7,99,23,"SONARGAON",3,"",12,3,1,12,1,1,0.200000002980232,1,1,1,2,1,1,3
2331339,57,"9/05/95",1,20,7,99,23,"SONARGAON",3,"",13,3,9,13,1,2,0.400000005960464,4,1,1,2,0.5,0.5,3
2331439,58,"9/05/95",1,21,7,99,23,"SONARGAON",3,"",14,3,9,14,1,2,0.5,4,1,2,1.79769313486232e+308,1,1,4
2331539,59,"9/05/95",1,8,8,99,23,"SONARGAON",3,"",15,3,9,15,1,2,0.25,4,1,1,1,1,1,4
2331639,60,"9/05/95",1,22,7,99,23,"SONARGAON",3,"",16,3,9,16,1,1,1,3,1,1,2,2,2,7
2331739,61,"9/12/95",1,24,7,99,23,"SONARGAON",3,"",17,3,9,17,1,1,0.699999988079071,2,2,1,2,1,1,6
2331839,62,"9/12/95",1,27,7,99,23,"SONARGAON",3,"",18,3,9,18,1,2,0.5,3,1,1,2,1,1,6
2331939,63,"9/12/95",1,29,7,99,23,"SONARGAON",3,"",19,3,9,19,1,2,0.699999988079071,3,2,1,2,1,1,6
2332039,64,"9/12/95",1,1,8,99,23,"SONARGAON",3,"",20,3,9,20,1,2,0.00999999977648258,3,1,1,2,0.5,0.5,6
2332139,65,"9/12/95",1,3,8,99,23,"SONARGAON",3,"",21,3,9,21,1,2,0.0500000007450581,3,2,1,2,0.5,0.5,6
2332239,66,"9/12/95",1,6,8,99,23,"SONARGAON",3,"",22,3,9,22,2,1,0.0199999995529652,4,1,1,2,0.0500000007450581,0.0500000007450581,6
2332339,67,"9/12/95",1,9,8,99,23,"SONARGAON",3,"",23,3,9,23,2,2,0.400000005960464,3,1,1,2,1,1,7
2410131,1,"5/10/99",1,18,3,99,24,"SREEPUR",1,".",1,3,1,1,1,2,2,3,1,1,2,1,4,3
2410141,20,"2/10/99",1,15,3,99,24,"SREEPUR",1,"",1,4,1,20,1,3,2,2,2,1,2,1,4,3
2410151,24,"2/10/99",1,5,3,99,24,"SREEPUR",1,"",1,5,1,24,1,1,2,2,2,1,2,1,4,3
2410231,2,"2/10/99",1,13,3,99,24,"SREEPUR",1,"",2,3,1,2,1,1,2,2,2,1,2,1,4,3
2410241,21,"2/10/99",1,26,2,99,24,"SREEPUR",1,"",2,4,1,21,1,4,2,2,1,1,2,1,4,3
2410331,3,"2/10/99",1,9,3,99,24,"SREEPUR",1,"",3,3,1,3,1,1,2,2,2,1,1,1,4,3
2410341,22,"2/10/99",1,17,3,99,24,"SREEPUR",1,"",3,4,1,22,1,1,2,2,2,1,2,1,4,3
2410351,25,"2/10/99",1,22,3,99,24,"SREEPUR",1,"",3,5,1,25,1,1,2,3,1,1,2,1,4,3
2410431,4,"2/10/99",1,7,3,99,24,"SREEPUR",1,"",4,3,1,4,1,2,2,2,2,1,2,1,4,3
2410459,26,"2/10/99",1,9,4,99,24,"SREEPUR",1,"",4,5,9,26,1,2,2,2,1,1,2,1,4,3
2410531,5,"2/10/99",1,19,2,99,24,"SREEPUR",1,"",5,3,1,5,1,1,2,2,1,1,2,1,4,3
2410541,23,"2/10/99",1,14,3,99,24,"SREEPUR",1,"",5,4,1,23,1,2,2.25,2,2,1,2,1,4,3
2410631,6,"2/10/99",1,1,3,99,24,"SREEPUR",1,"",6,3,1,6,1,2,2,3,2,1,2,1,4,3
2410731,7,"2/10/99",1,28,2,99,24,"SREEPUR",1,"",7,3,1,7,1,1,1,3,2,1,2,1,4,3
2410931,8,"2/10/99",1,24,2,99,24,"SREEPUR",1,"",9,3,1,8,1,1,2,3,1,2,1.79769313486232e+308,1,4,3
2411031,9,"2/10/99",1,3,3,99,24,"SREEPUR",1,"",10,3,1,9,1,1,2,2,2,1,2,1,4,3
2411231,10,"2/10/99",1,19,3,99,24,"SREEPUR",1,"",12,3,1,10,1,1,2,2,2,1,2,1,4,3
2411339,11,"2/10/99",1,11,3,99,24,"SREEPUR",1,"",13,3,9,11,1,2,2,2,1,2,1.79769313486232e+308,1,4,3
2411439,12,"2/10/99",1,25,3,99,24,"SREEPUR",1,"",14,3,9,12,1,1,2,2,2,1,1,1,4,3
2411539,13,"2/10/99",1,1,4,99,24,"SREEPUR",1,"",15,3,9,13,1,2,2,2,1,1,2,1,4,3
2411639,14,"2/10/99",1,28,3,99,24,"SREEPUR",1,"",16,3,9,14,1,1,2,2,2,1,2,1,4,3
2411739,15,"2/10/99",1,5,4,99,24,"SREEPUR",1,"",17,3,9,15,1,1,2,2,1,1,2,1,4,3
2411839,16,"2/10/99",1,31,3,99,24,"SREEPUR",1,"",18,3,9,16,1,1,2,2,2,1,2,1,4,3
2411939,17,"2/10/99",1,6,4,99,24,"SREEPUR",1,"",19,3,9,17,1,1,2,2,2,1,2,1,4,3
2412039,18,"2/10/99",1,7,4,99,24,"SREEPUR",1,"",20,3,9,18,1,1,2,2,2,1,2,1,4,3
2412139,19,"2/10/99",1,8,4,99,24,"SREEPUR",1,"",21,3,9,19,1,1,2,2,2,1,2,1,4,3
2420131,29,"8/05/99",1,3,6,99,24,"SREEPUR",2,"",1,3,1,1,1,1,4,1,2,2,1.79769313486232e+308,1,5,5
2420141,49,"8/05/99",1,25,5,99,24,"SREEPUR",2,"",1,4,1,21,1,7,5,2,2,2,1.79769313486232e+308,1,5,5
2420151,53,"8/05/99",1,29,5,99,24,"SREEPUR",2,"",1,5,1,25,1,5,5,2,2,2,1.79769313486232e+308,1,5,5
2420231,30,"8/05/99",1,10,4,99,24,"SREEPUR",2,"",2,3,1,2,1,1,5,3,2,2,1.79769313486232e+308,1,5,5
2420241,50,"8/05/99",1,14,4,99,24,"SREEPUR",2,"",2,4,1,22,1,1,1,2,2,2,1.79769313486232e+308,2,1,5
2420251,54,"8/05/99",1,27,5,99,24,"SREEPUR",2,"",2,5,1,26,1,1,5,3,2,2,1.79769313486232e+308,1,5,5
2420331,31,"8/05/99",1,11,6,99,24,"SREEPUR",2,"",3,3,1,3,1,1,4,3,2,2,1.79769313486232e+308,1,5,5
2420351,55,"8/05/99",1,31,5,99,24,"SREEPUR",2,"",3,5,1,27,1,1,5,2,2,2,1.79769313486232e+308,1,5,5
2420431,32,"8/05/99",1,7,5,99,24,"SREEPUR",2,"",4,3,1,4,1,1,5,1,2,2,1.79769313486232e+308,1,5,5
2420441,51,"8/05/99",1,17,5,99,24,"SREEPUR",2,"",4,4,1,23,1,1,5,2,2,2,1.79769313486232e+308,1,5,5
2420459,56,"8/05/99",1,2,6,99,24,"SREEPUR",2,"",4,5,9,28,1,1,5,3,2,2,1.79769313486232e+308,1,5,5
2420531,33,"8/05/99",1,15,5,99,24,"SREEPUR",2,"",5,3,1,5,1,1,5,2,2,2,1.79769313486232e+308,1,5,5
2420541,52,"8/05/99",1,16,4,99,24,"SREEPUR",2,"",5,4,1,24,1,1,5,2,2,2,1.79769313486232e+308,1,5,5
2420631,34,"8/05/99",1,26,4,99,24,"SREEPUR",2,"",6,3,1,6,1,1,5,3,2,2,1.79769313486232e+308,1,5,5
2420731,35,"8/05/99",1,4,5,99,24,"SREEPUR",2,"",7,3,1,7,1,1,5,3,2,2,1.79769313486232e+308,1,5,5
2420831,36,"8/05/99",1,20,4,99,24,"SREEPUR",2,"",8,3,1,8,1,1,5,3,2,2,1.79769313486232e+308,1,5,5
2420931,37,"8/05/99",1,18,4,99,24,"SREEPUR",2,"",9,3,1,9,1,1,5,1,2,2,1.79769313486232e+308,1,5,5
2421031,38,"8/05/99",1,1,6,99,24,"SREEPUR",2,"",10,3,1,10,1,3,5,3,2,2,1.79769313486232e+308,1,5,5
2421131,39,"8/05/99",1,9,5,99,24,"SREEPUR",2,"",11,3,1,11,1,1,5,3,2,2,1.79769313486232e+308,1,5,5
2421132,40,"8/05/99",1,11,5,99,24,"SREEPUR",2,"",11,3,2,12,1,6,5,3,2,2,1.79769313486232e+308,1,5,5
2421231,41,"8/05/99",1,21,5,99,24,"SREEPUR",2,"",12,3,1,13,1,1,5,2,2,2,1.79769313486232e+308,1,5,5
2421232,42,"8/05/99",1,23,5,99,24,"SREEPUR",2,"",12,3,2,14,1,6,5,2,2,2,1.79769313486232e+308,1,5,5
2421339,43,"8/05/99",1,12,4,99,24,"SREEPUR",2,"",13,3,9,15,1,1,5,2,2,2,1.79769313486232e+308,1,5,5
2421439,44,"8/05/99",1,22,4,99,24,"SREEPUR",2,"",14,3,9,16,1,1,5,2,2,2,1.79769313486232e+308,1,5,5
2421539,45,"8/05/99",1,27,4,99,24,"SREEPUR",2,"",15,3,9,17,1,1,4,4,1,1,2,1,4,4
2421639,46,"8/05/99",1,5,5,99,24,"SREEPUR",2,"",16,3,9,18,1,1,5,2,2,2,1.79769313486232e+308,1,5,5
2421739,47,"8/05/99",1,13,5,99,24,"SREEPUR",2,"",17,3,9,19,1,1,5,1,2,2,1.79769313486232e+308,1,5,5
2421839,48,"8/05/99",1,19,5,99,24,"SREEPUR",2,"",18,3,9,20,1,1,5,3,2,2,1.79769313486232e+308,1,5,5
2430131,108,"8/12/99",1,17,6,99,24,"SREEPUR",3,"",1,3,1,1,1,2,0.00499999988824129,3,2,2,1.79769313486232e+308,0.025000000372529,2,2
2430141,126,"8/12/99",1,21,7,99,24,"SREEPUR",3,"",1,4,1,19,1,1,0,2,2,2,1.79769313486232e+308,0.0700000002980232,2,2
2430142,127,"8/12/99",1,5,7,99,24,"SREEPUR",3,"",1,4,2,20,1,2,0,2,2,2,1.79769313486232e+308,0.0700000002980232,2,2
2430143,128,"8/12/99",1,22,7,99,24,"SREEPUR",3,"",1,4,3,21,1,2,0,2,2,2,1.79769313486232e+308,0.0700000002980232,2,2
2430151,133,"8/12/99",1,25,7,99,24,"SREEPUR",3,"",1,5,1,26,2,2,0.0299999993294477,1,2,2,1.79769313486232e+308,0.0399999991059303,2,2
2430231,109,"8/12/99",1,30,6,99,24,"SREEPUR",3,"",2,3,1,2,2,1,0.0599999986588955,2,2,2,1.79769313486232e+308,0.0700000002980232,2,2
2430241,129,"8/12/99",1,26,6,99,24,"SREEPUR",3,"",2,4,1,22,1,1,0.0199999995529652,2,2,2,1.79769313486232e+308,0.0399999991059303,2,2
2430242,130,"8/12/99",1,28,6,99,24,"SREEPUR",3,"",2,4,2,23,1,1,0.0199999995529652,2,2,2,1.79769313486232e+308,0.0399999991059303,2,2
2430251,134,"8/12/99",1,7,7,99,24,"SREEPUR",3,"",2,5,1,27,1,3,0.0199999995529652,4,1,2,1.79769313486232e+308,0.0799999982118607,2,2
2430331,110,"8/12/99",1,24,6,99,24,"SREEPUR",3,"",3,3,1,3,1,1,0.0500000007450581,3,2,2,1.79769313486232e+308,0.140000000596046,2,2
2430351,135,"8/12/99",1,31,7,99,24,"SREEPUR",3,"",3,5,1,28,1,1,0.200000002980232,4,1,2,1.79769313486232e+308,0.200000002980232,2,2
2430431,111,"8/12/99",1,9,7,99,24,"SREEPUR",3,"",4,3,1,4,2,3,0,3,2,2,1.79769313486232e+308,0.0199999995529652,2,2
2430441,131,"8/12/99",1,19,7,99,24,"SREEPUR",3,"",4,4,1,24,1,2,0.0199999995529652,2,2,2,1.79769313486232e+308,0.100000001490116,2,2
2430459,136,"8/12/99",1,2,8,99,24,"SREEPUR",3,"",4,5,9,29,1,1,0.150000005960464,2,2,2,1.79769313486232e+308,0.200000002980232,2,2
2430531,112,"8/12/99",1,19,6,99,24,"SREEPUR",3,"",5,3,1,5,2,1,0,3,2,2,1.79769313486232e+308,0.0199999995529652,2,2
2430541,132,"8/12/99",1,1,8,99,24,"SREEPUR",3,"",5,4,1,25,1,2,0.00999999977648258,2,2,2,1.79769313486232e+308,0.100000001490116,2,2
2430631,113,"8/12/99",1,13,6,99,24,"SREEPUR",3,"",6,3,1,6,2,2,0,3,2,2,1.79769313486232e+308,0.00999999977648258,2,2
2430731,114,"8/12/99",1,24,7,99,24,"SREEPUR",3,"",7,3,1,7,1,2,0.0599999986588955,2,2,2,1.79769313486232e+308,0.0700000002980232,2,2
2430831,115,"8/12/99",1,7,7,99,24,"SREEPUR",3,"",8,3,1,8,1,2,0.0700000002980232,3,2,2,1.79769313486232e+308,0.0799999982118607,2,2
2430931,116,"8/12/99",1,26,7,99,24,"SREEPUR",3,"",9,3,1,9,1,2,0.0599999986588955,3,2,2,1.79769313486232e+308,0.0700000002980232,2,2
2430932,117,"8/12/99",1,27,7,99,24,"SREEPUR",3,"",9,3,2,10,1,2,0.0599999986588955,3,2,2,1.79769313486232e+308,0.0700000002980232,2,2
2431031,118,"8/12/99",1,13,7,99,24,"SREEPUR",3,"",10,3,1,11,2,1,0.0299999993294477,3,2,2,1.79769313486232e+308,0.0399999991059303,2,2
2431131,119,"8/12/99",1,11,7,99,24,"SREEPUR",3,"",11,3,1,12,2,1,0.0299999993294477,2,2,2,1.79769313486232e+308,0.0399999991059303,2,2
2431231,120,"8/12/99",1,15,7,99,24,"SREEPUR",3,"",12,3,1,13,2,2,0.0199999995529652,3,2,2,1.79769313486232e+308,0.0299999993294477,2,2
2431339,121,"8/12/99",1,15,6,99,24,"SREEPUR",3,"",13,3,9,14,1,1,0.0299999993294477,2,2,2,1.79769313486232e+308,0.0299999993294477,2,2
2431439,122,"8/12/99",1,21,6,99,24,"SREEPUR",3,"",14,3,9,15,1,1,0.0599999986588955,2,2,2,1.79769313486232e+308,0.0599999986588955,2,2
2431539,123,"8/12/99",1,23,6,99,24,"SREEPUR",3,"",15,3,9,16,1,1,0.0299999993294477,3,2,2,1.79769313486232e+308,0.0299999993294477,2,2
2431639,124,"8/12/99",1,3,7,99,24,"SREEPUR",3,"",16,3,9,17,1,2,0,2,2,2,1.79769313486232e+308,0.0599999986588955,2,2
2431739,125,"8/12/99",1,18,7,99,24,"SREEPUR",3,"",17,3,9,18,2,2,0.0599999986588955,1,2,2,1.79769313486232e+308,0.0700000002980232,2,2
2510141,1,"7/07/99",1,21,6,99,25,"BRAHMANPARA",1,"",1,4,1,1,1,1,1.5,3,2,2,1.79769313486232e+308,1.5,4.15000009536743,1.5
2510151,21,"7/30/99",1,2,7,99,25,"BRAHMANPARA",1,"",1,5,1,21,1,3,1.45000004768372,4,1,2,1.79769313486232e+308,1.45000004768372,4.09999990463257,1.45000004768372
2510241,2,"7/30/99",1,1,7,99,25,"BRAHMANPARA",1,"",2,4,1,2,1,1,1.5,1,2,2,1.79769313486232e+308,1.5,4.15000009536743,1.5
2510251,22,"7/30/99",1,15,6,99,25,"BRAHMANPARA",1,"",2,5,1,22,1,2,1,3,1,2,1.79769313486232e+308,1,4,1
2510341,3,"7/30/99",1,25,6,99,25,"BRAHMANPARA",1,"",3,4,1,3,1,1,1.25,2,2,2,1.79769313486232e+308,1.25,4.09999990463257,1.25
2510351,23,"7/30/99",1,4,7,99,25,"BRAHMANPARA",1,"",3,5,1,23,1,2,1.35000002384186,1,2,2,1.79769313486232e+308,1.35000002384186,4,1.35000002384186
2510441,4,"7/30/99",1,22,6,99,25,"BRAHMANPARA",1,"",4,4,1,4,1,1,1.10000002384186,2,2,2,1.79769313486232e+308,1.10000002384186,4.75,1.10000002384186
2510442,5,"7/30/99",1,23,6,99,25,"BRAHMANPARA",1,"",4,4,2,5,1,2,1.10000002384186,2,2,2,1.79769313486232e+308,1.10000002384186,4.75,1.10000002384186
2510459,24,"7/30/99",1,3,7,99,25,"BRAHMANPARA",1,"",4,5,9,24,1,1,1,4,2,2,1.79769313486232e+308,1,4,1
2510541,6,"7/30/99",1,21,6,99,25,"BRAHMANPARA",1,"",5,4,1,6,1,2,1.10000002384186,1,2,2,1.79769313486232e+308,1.10000002384186,4.75,1.10000002384186
2510641,7,"7/30/99",1,27,6,99,25,"BRAHMANPARA",1,"",6,4,1,7,1,3,1.29999995231628,3,2,2,1.79769313486232e+308,1.29999995231628,4.94999980926514,1.29999995231628
2510642,8,"7/30/99",1,28,6,99,25,"BRAHMANPARA",1,"",6,4,2,8,1,1,1.29999995231628,1,2,2,1.79769313486232e+308,1.29999995231628,4.94999980926514,1.29999995231628
2510741,9,"7/30/99",1,20,6,99,25,"BRAHMANPARA",1,"",7,4,1,9,1,2,1,3,1,2,1.79769313486232e+308,1,4.5,1
2510841,10,"7/30/99",1,19,6,99,25,"BRAHMANPARA",1,"",8,4,1,10,1,1,1,2,2,2,1.79769313486232e+308,1,4.5,1
2510941,11,"7/30/99",1,8,7,99,25,"BRAHMANPARA",1,"",9,4,1,11,1,6,1.45000004768372,3,2,2,1.79769313486232e+308,1.45000004768372,4.09999990463257,1.45000004768372
2511041,12,"7/30/99",1,7,7,99,25,"BRAHMANPARA",1,"",10,4,1,12,1,1,1.45000004768372,3,2,2,1.79769313486232e+308,1.45000004768372,4.09999990463257,1.45000004768372
2511141,13,"7/30/99",1,6,7,99,25,"BRAHMANPARA",1,"",11,4,1,13,1,5,1.45000004768372,3,2,2,1.79769313486232e+308,1.45000004768372,4.09999990463257,1.45000004768372
2511241,14,"7/30/99",1,14,6,99,25,"BRAHMANPARA",1,"",12,4,1,14,1,1,1,2,2,2,1.79769313486232e+308,1,4,1
2511341,15,"7/30/99",1,18,6,99,25,"BRAHMANPARA",1,"",13,4,1,15,1,2,1,1,2,2,1.79769313486232e+308,1,4.5,1
2511342,16,"7/30/99",1,17,6,99,25,"BRAHMANPARA",1,"",13,4,2,16,1,1,1,1,2,2,1.79769313486232e+308,1,4.5,1
2511441,17,"7/30/99",1,13,6,99,25,"BRAHMANPARA",1,"",14,4,1,17,1,2,1,2,2,2,1.79769313486232e+308,1,2.75,1
2511541,18,"7/30/99",1,1,6,99,25,"BRAHMANPARA",1,"",15,4,1,18,1,2,1.25,1,2,2,1.79769313486232e+308,1.25,3,1.25
2511641,19,"7/30/99",1,2,6,99,25,"BRAHMANPARA",1,"",16,4,1,19,1,1,1.25,1,2,2,1.79769313486232e+308,1.25,3,1.25
2511741,20,"7/30/99",1,16,6,99,25,"BRAHMANPARA",1,"",17,4,1,20,1,2,1.25,2,2,2,1.79769313486232e+308,1.25,4,1.25
2520141,76,"2/12/99",1,12,4,99,25,"BRAHMANPARA",2,"",1,4,1,1,1,1,5,3,2,2,1.79769313486232e+308,1,12,5
2520151,95,"6/06/99",1,13,4,99,25,"BRAHMANPARA",2,"",1,5,1,20,1,2,5,2,2,2,1.79769313486232e+308,1,12,5
2520241,77,"6/06/99",1,14,4,99,25,"BRAHMANPARA",2,"",2,4,1,2,1,2,5,3,2,2,1.79769313486232e+308,1,12,3.5
2520251,96,"6/06/99",1,24,4,99,25,"BRAHMANPARA",2,"",2,5,1,21,1,2,4,2,2,2,1.79769313486232e+308,1,12,3
2520341,78,"6/06/99",1,18,4,99,25,"BRAHMANPARA",2,"",3,4,1,3,1,8,5,3,2,2,1.79769313486232e+308,1,12,3.5
2520351,97,"6/06/99",1,15,5,99,25,"BRAHMANPARA",2,"",3,5,1,22,1,1,3.5,3,2,2,1.79769313486232e+308,0.800000011920929,11.6000003814697,2.79999995231628
2520441,79,"6/06/99",1,15,4,99,25,"BRAHMANPARA",2,"",4,4,1,4,1,1,5,2,2,2,1.79769313486232e+308,1,12,3.5
2520459,98,"6/06/99",1,16,5,99,25,"BRAHMANPARA",2,"",4,5,9,23,1,1,3.84999990463257,3,2,2,1.79769313486232e+308,0.850000023841858,11.5,2.84999990463257
2520541,80,"6/06/99",1,19,4,99,25,"BRAHMANPARA",2,"",5,4,1,5,4,1,4,3,2,2,1.79769313486232e+308,0.899999976158142,12,3
2520542,81,"6/06/99",1,21,4,99,25,"BRAHMANPARA",2,"",5,4,2,6,1,1,4,3,2,2,1.79769313486232e+308,0.899999976158142,12,3
2520641,82,"6/06/99",1,6,5,99,25,"BRAHMANPARA",2,"",6,4,1,7,1,1,3.5,2,2,2,1.79769313486232e+308,0.800000011920929,12,2.79999995231628
2520741,83,"6/06/99",1,12,5,99,25,"BRAHMANPARA",2,"",7,4,1,8,1,1,3.45000004768372,3,2,2,1.79769313486232e+308,0.75,11.5,2.75
2520841,84,"6/06/99",1,9,5,99,25,"BRAHMANPARA",2,"",8,4,1,9,1,2,3.45000004768372,2,2,2,1.79769313486232e+308,0.75,11.5,2.75
2520941,85,"6/06/99",1,11,5,99,25,"BRAHMANPARA",2,"",9,4,1,10,1,1,3.45000004768372,2,2,2,1.79769313486232e+308,0.75,11.5,2.75
2521041,86,"6/06/99",1,28,4,99,25,"BRAHMANPARA",2,"",10,4,1,11,1,2,3.79999995231628,2,2,2,1.79769313486232e+308,0.800000011920929,12,2.79999995231628
2521141,87,"6/06/99",1,1,5,99,25,"BRAHMANPARA",2,"",11,4,1,12,1,1,3.79999995231628,2,2,2,1.79769313486232e+308,0.800000011920929,12,2.79999995231628
2521241,88,"6/06/99",1,2,5,99,25,"BRAHMANPARA",2,"",12,4,1,13,1,2,3.79999995231628,2,2,2,1.79769313486232e+308,0.800000011920929,12,2.79999995231628
2521341,89,"6/06/99",1,3,5,99,25,"BRAHMANPARA",2,"",13,4,1,14,1,2,3.79999995231628,2,2,2,1.79769313486232e+308,0.800000011920929,12,2.79999995231628
2521441,90,"6/06/99",1,25,4,99,25,"BRAHMANPARA",2,"",14,4,1,15,1,2,4,3,2,2,1.79769313486232e+308,1,12,3
2521541,91,"6/06/99",1,27,4,99,25,"BRAHMANPARA",2,"",15,4,1,16,1,1,4,3,2,2,1.79769313486232e+308,1,12,3
2521542,92,"6/06/99",1,26,4,99,25,"BRAHMANPARA",2,"",15,4,2,17,1,1,4,3,2,2,1.79769313486232e+308,1,12,3
2521641,93,"6/06/99",1,13,5,99,25,"BRAHMANPARA",2,"",16,4,1,18,1,2,3.5,2,2,2,1.79769313486232e+308,0.800000011920929,11.6000003814697,2.79999995231628
2521741,94,"6/06/99",1,4,5,99,25,"BRAHMANPARA",2,"",17,4,1,19,1,2,3.59999990463257,2,2,2,1.79769313486232e+308,0.899999976158142,12,2.90000009536743
2530141,1,"5/10/99",1,8,3,99,25,"BRAHMANPARA",3,"",1,4,1,1,1,2,1,3,1,1,2,1,1,1
2530151,18,"5/10/99",1,6,3,99,25,"BRAHMANPARA",3,"",1,5,1,18,1,1,1,4,1,1,2,1,1,1
2530241,2,"5/10/99",1,9,3,99,25,"BRAHMANPARA",3,"",2,4,1,2,1,2,1.75,2,1,1,2,1.75,1.75,1.75
2530251,19,"5/10/99",1,16,3,99,25,"BRAHMANPARA",3,"",2,5,1,19,1,2,1.5,2,2,1,2,1,1.5,1.5
2530341,3,"5/10/99",1,22,2,99,25,"BRAHMANPARA",3,"",3,4,1,3,1,1,1.25,3,1,1,2,1,1.25,1.25
2530351,73,"9/10/99",1,25,3,99,25,"BRAHMANPARA",3,"",3,5,1,20,1,2,1.10000002384186,3,1,1,2,1.10000002384186,1.10000002384186,1.10000002384186
2530441,4,"5/10/99",1,7,3,99,25,"BRAHMANPARA",3,"",4,4,1,4,1,1,1.5,2,1,1,2,1.5,1.5,1.5
2530459,20,"5/10/99",1,21,3,99,25,"BRAHMANPARA",3,"",4,5,9,21,1,2,1.5,3,1,1,2,1.5,1.5,1.5
2530541,5,"5/10/99",1,17,3,99,25,"BRAHMANPARA",3,"",5,4,1,5,1,1,1.5,3,2,1,2,1,1.5,1.5
2530641,6,"5/10/99",1,11,3,99,25,"BRAHMANPARA",3,"",6,4,1,6,1,5,1.62000000476837,2,2,1,2,0.810000002384186,1.62000000476837,1.62000000476837
2530741,7,"5/10/99",1,15,3,99,25,"BRAHMANPARA",3,"",7,4,1,7,1,1,1.5,3,1,1,2,1,1.5,1.5
2530841,8,"5/10/99",1,25,2,99,25,"BRAHMANPARA",3,"",8,4,1,8,1,1,1.5,2,2,1,2,1.5,1.5,1.5
2530941,9,"5/10/99",1,2,3,99,25,"BRAHMANPARA",3,"",9,4,1,9,1,8,1.62000000476837,1,2,1,1,1.62000000476837,1.62000000476837,1.62000000476837
2531041,10,"5/10/99",1,27,2,99,25,"BRAHMANPARA",3,"",10,4,1,10,1,3,1.62000000476837,2,1,1,2,1.62000000476837,1.62000000476837,1.62000000476837
2531141,11,"5/10/99",1,28,2,99,25,"BRAHMANPARA",3,"",11,4,1,11,1,3,1.62000000476837,2,1,1,2,1.62000000476837,1.62000000476837,1.62000000476837
2531241,12,"5/10/99",1,23,2,99,25,"BRAHMANPARA",3,"",12,4,1,12,1,1,1.62000000476837,2,2,1,2,1,1.62000000476837,1.62000000476837
