"casenum","date","weight_","hhcode","pid","oedid","oedde","s12_4q22","s12_4q32","s12_4q42","s12_4q52","s12_4q62","s12_4q72"
234,"7/17/99",1,2320331,1,11,"Purchased since 1992",0,0,0,500,0,0
235,"7/17/99",1,2320331,2,11,"Purchased since 1992",0,0,0,0,0,300
277,"7/19/99",1,2320341,1,11,"Purchased since 1992",0,0,0,300,0,0
290,"7/19/99",1,2320351,1,11,"Purchased since 1992",300,0,8300,2000,5500,0
236,"7/17/99",1,2320431,1,4,"Obtained as dowry",1000,0,0,0,0,0
237,"7/17/99",1,2320431,1,11,"Purchased since 1992",0,0,1000,1000,500,0
240,"7/17/99",1,2320433,1,11,"Purchased since 1992",0,0,1200,300,800,0
241,"7/17/99",1,2320434,1,11,"Purchased since 1992",0,0,4000,2000,0,0
1.79769313486232e+308,"",1.79769313486232e+308,2320441,1,11,"",400,1.79769313486232e+308,4500,1000,1500,1.79769313486232e+308
280,"7/19/99",1,2320442,2,11,"Purchased since 1992",0,0,0,0,0,2300
279,"7/19/99",1,2320442,1,11,"Purchased since 1992",4000,0,4500,3000,0,0
291,"7/19/99",1,2320459,1,11,"Purchased since 1992",0,0,5500,500,0,0
242,"7/17/99",1,2320531,1,11,"Purchased since 1992",0,0,3400,500,0,0
243,"7/17/99",1,2320631,1,11,"Purchased since 1992",0,0,500,400,0,0
244,"7/17/99",1,2320731,1,11,"Purchased since 1992",500,0,4000,5000,0,0
245,"7/17/99",1,2320731,2,11,"Purchased since 1992",0,0,0,0,3000,1900
247,"7/17/99",1,2320831,11,11,"Purchased since 1992",0,0,0,0,0,9150
246,"7/17/99",1,2320831,1,11,"Purchased since 1992",0,0,7000,2000,0,0
248,"7/17/99",1,2320931,1,11,"Purchased since 1992",0,0,900,400,0,0
250,"7/17/99",1,2321031,1,11,"Purchased since 1992",0,0,800,300,0,0
252,"7/17/99",1,2321131,1,11,"Purchased since 1992",0,0,2000,1500,1200,0
251,"7/17/99",1,2321131,1,1,"Purchased before 1992",0,0,0,0,0,6100
256,"7/17/99",1,2321231,1,11,"Purchased since 1992",0,0,0,0,0,4940
257,"7/17/99",1,2321231,6,11,"Purchased since 1992",0,0,0,0,0,12200
255,"7/17/99",1,2321231,2,11,"Purchased since 1992",0,0,9100,4000,25200,0
118,"9/09/95",1,2330131,1,11,"Purchased since 1992",400,0,2800,2500,7100,0
119,"9/09/95",1,2330131,2,11,"Purchased since 1992",0,0,0,0,0,5000
181,"6/27/99",1,2330141,1,11,"Purchased since 1992",0,0,600,800,0,0
190,"6/27/99",1,2330151,1,1,"Purchased before 1992",0,0,3000,1500,250,0
191,"6/27/99",1,2330151,1,11,"Purchased since 1992",460,0,2500,2000,0,0
192,"6/27/99",1,2330151,2,3,"Obtained as gift",0,0,0,0,0,10000
121,"9/09/95",1,2330231,2,11,"Purchased since 1992",0,0,0,0,0,6100
120,"9/09/95",1,2330231,1,11,"Purchased since 1992",0,0,3750,3000,3800,0
182,"6/27/99",1,2330241,1,1,"Purchased before 1992",0,2000,0,500,0,0
183,"6/27/99",1,2330241,1,11,"Purchased since 1992",120,0,4500,1000,0,0
195,"6/27/99",1,2330251,4,11,"Purchased since 1992",0,0,0,0,0,1900
194,"6/27/99",1,2330251,2,11,"Purchased since 1992",0,0,0,0,0,6100
193,"6/27/99",1,2330251,1,11,"Purchased since 1992",0,0,1500,1500,0,0
122,"9/09/95",1,2330331,1,1,"Purchased before 1992",0,0,0,800,200,0
123,"9/09/95",1,2330331,1,11,"Purchased since 1992",580,0,10000,3000,0,8000
184,"6/27/99",1,2330341,1,11,"Purchased since 1992",0,0,9100,2000,1400,0
197,"6/27/99",1,2330351,2,11,"Purchased since 1992",0,0,0,0,0,4000
196,"6/27/99",1,2330351,1,11,"Purchased since 1992",580,0,5000,1500,0,0
124,"9/09/95",1,2330431,1,1,"Purchased before 1992",0,0,10000,200,0,0
125,"9/09/95",1,2330431,1,11,"Purchased since 1992",0,0,25000,5000,1600,0
186,"6/27/99",1,2330441,1,4,"Obtained as dowry",0,0,0,0,1500,0
187,"6/27/99",1,2330441,2,1,"Purchased before 1992",0,0,0,0,0,2000
185,"6/27/99",1,2330441,1,11,"Purchased since 1992",250,0,60,1300,800,0
198,"6/27/99",1,2330459,1,1,"Purchased before 1992",0,0,4000,1000,0,0
200,"6/27/99",1,2330459,2,11,"Purchased since 1992",0,0,0,0,0,6100
199,"6/27/99",1,2330459,1,11,"Purchased since 1992",0,0,6000,4000,6000,0
126,"9/09/95",1,2330531,2,1,"Purchased before 1992",0,0,0,1000,0,0
127,"9/09/95",1,2330531,2,11,"Purchased since 1992",260,0,15000,4000,10000,0
129,"9/09/95",1,2330531,9,4,"Obtained as dowry",0,0,0,0,0,10000
130,"9/09/95",1,2330531,5,11,"Purchased since 1992",0,0,0,0,0,6000
128,"9/09/95",1,2330531,9,11,"Purchased since 1992",0,0,0,0,0,4000
188,"6/27/99",1,2330541,1,11,"Purchased since 1992",0,0,1700,1000,0,0
189,"6/27/99",1,2330541,2,11,"Purchased since 1992",0,0,0,0,0,3040
132,"9/09/95",1,2330631,1,11,"Purchased since 1992",0,0,25000,3000,15000,0
133,"9/09/95",1,2330631,2,11,"Purchased since 1992",0,0,0,0,0,4000
131,"9/09/95",1,2330631,1,1,"Purchased before 1992",200,0,0,500,0,0
135,"9/09/95",1,2330731,1,11,"Purchased since 1992",1250,0,8000,1600,5500,0
134,"9/09/95",1,2330731,1,1,"Purchased before 1992",0,0,0,400,0,0
136,"9/09/95",1,2330731,2,11,"Purchased since 1992",0,0,0,0,0,7000
137,"9/09/95",1,2330831,1,11,"Purchased since 1992",0,0,1000,800,0,0
138,"9/09/95",1,2330931,1,1,"Purchased before 1992",0,0,0,500,0,0
139,"9/09/95",1,2330931,1,11,"Purchased since 1992",210,0,6000,1200,0,0
140,"9/09/95",1,2330931,2,11,"Purchased since 1992",0,0,0,0,0,400
141,"9/09/95",1,2331031,1,1,"Purchased before 1992",0,0,3000,2000,0,0
144,"9/09/95",1,2331031,2,11,"Purchased since 1992",0,0,0,0,0,9150
145,"9/09/95",1,2331031,3,11,"Purchased since 1992",0,0,0,0,0,2660
143,"9/09/95",1,2331031,2,1,"Purchased before 1992",0,0,0,0,0,1200
142,"9/09/95",1,2331031,1,11,"Purchased since 1992",500,0,19800,8000,12500,0
146,"9/09/95",1,2331131,1,1,"Purchased before 1992",0,0,0,600,0,0
148,"9/09/95",1,2331131,2,12,"Sale since 1992",0,0,0,0,0,1600
147,"9/09/95",1,2331131,1,11,"Purchased since 1992",160,0,5000,2000,2800,0
149,"9/09/95",1,2331231,1,1,"Purchased before 1992",0,0,0,400,0,0
150,"9/09/95",1,2331231,1,11,"Purchased since 1992",120,0,3000,1600,0,0
167,"6/27/99",1,2331839,2,11,"Purchased since 1992",0,0,0,0,0,6100
165,"6/27/99",1,2331839,1,1,"Purchased before 1992",0,0,3000,500,0,0
166,"6/27/99",1,2331839,1,11,"Purchased since 1992",0,0,10500,2000,8400,0
168,"6/27/99",1,2331939,1,11,"Purchased since 1992",0,0,1500,1200,0,0
3,"6/05/99",1,2410131,4,3,"Obtained as gift",0,0,0,0,0,10000
1,"5/20/99",1,2410131,2,11,"Purchased since 1992",70,0,700,400,0,0
2,"6/05/99",1,2410131,2,3,"Obtained as gift",0,0,0,0,0,500
53,"6/05/99",1,2410141,4,3,"Obtained as gift",0,0,0,0,0,200
52,"6/05/99",1,2410141,2,11,"Purchased since 1992",0,0,100,200,0,0
66,"6/05/99",1,2410151,2,1,"Purchased before 1992",0,0,0,0,0,500
65,"6/05/99",1,2410151,1,11,"Purchased since 1992",70,0,3550,3000,0,0
64,"6/05/99",1,2410151,1,1,"Purchased before 1992",0,0,2000,0,0,0
6,"6/05/99",1,2410231,1,3,"Obtained as gift",0,0,0,0,0,500
5,"6/05/99",1,2410231,1,11,"Purchased since 1992",130,50,500,300,0,0
4,"6/05/99",1,2410231,1,1,"Purchased before 1992",0,0,0,200,0,0
57,"6/05/99",1,2410241,3,3,"Obtained as gift",0,0,0,0,0,300
56,"6/05/99",1,2410241,2,4,"Obtained as dowry",0,0,0,0,1200,0
54,"6/05/99",1,2410241,2,11,"Purchased since 1992",0,0,500,700,0,0
55,"6/05/99",1,2410241,2,2,"Inherited",90,0,0,0,0,0
9,"6/05/99",1,2410331,4,3,"Obtained as gift",0,0,0,0,0,2500
7,"6/05/99",1,2410331,1,1,"Purchased before 1992",0,0,0,200,0,0
8,"6/05/99",1,2410331,1,11,"Purchased since 1992",150,100,900,700,0,0
60,"6/05/99",1,2410341,2,3,"Obtained as gift",0,0,0,0,0,100
59,"6/05/99",1,2410341,1,11,"Purchased since 1992",110,0,0,0,0,0
58,"6/05/99",1,2410341,1,1,"Purchased before 1992",0,60,500,50,0,0
70,"6/05/99",1,2410351,2,3,"Obtained as gift",0,0,0,0,0,2000
68,"6/05/99",1,2410351,1,11,"Purchased since 1992",0,0,0,600,0,0
67,"6/05/99",1,2410351,1,1,"Purchased before 1992",200,100,400,400,300,0
69,"6/05/99",1,2410351,2,1,"Purchased before 1992",0,0,0,0,0,1000
11,"6/05/99",1,2410431,2,5,"Obtained from other sources",0,0,0,0,0,3000
10,"6/05/99",1,2410431,1,1,"Purchased before 1992",200,40,1000,400,0,0
71,"6/05/99",1,2410459,1,1,"Purchased before 1992",100,0,0,0,0,0
73,"6/05/99",1,2410459,2,11,"Purchased since 1992",0,0,0,0,0,4000
72,"6/05/99",1,2410459,1,11,"Purchased since 1992",200,0,5000,3000,8000,0
74,"6/05/99",1,2410459,3,11,"Purchased since 1992",0,0,0,0,0,500
14,"6/05/99",1,2410531,2,3,"Obtained as gift",0,0,0,0,0,2000
13,"6/05/99",1,2410531,1,11,"Purchased since 1992",400,100,4000,1500,200,0
15,"6/05/99",1,2410531,6,3,"Obtained as gift",0,0,0,0,0,3000
12,"6/05/99",1,2410531,1,1,"Purchased before 1992",0,0,1000,500,0,0
19,"6/05/99",1,2410631,2,11,"Purchased since 1992",0,0,0,0,0,700
18,"6/05/99",1,2410631,2,1,"Purchased before 1992",0,0,0,0,0,700
17,"6/05/99",1,2410631,1,11,"Purchased since 1992",100,0,800,300,200,0
16,"6/05/99",1,2410631,1,1,"Purchased before 1992",0,0,200,200,0,0
20,"6/05/99",1,2410731,1,11,"Purchased since 1992",100,0,700,500,0,0
21,"6/05/99",1,2410731,2,3,"Obtained as gift",0,0,0,0,0,200
24,"6/05/99",1,2410931,3,11,"Purchased since 1992",0,0,0,0,0,2000
22,"6/05/99",1,2410931,1,1,"Purchased before 1992",100,0,10000,2000,0,0
23,"6/05/99",1,2410931,1,11,"Purchased since 1992",0,0,0,2000,8000,0
27,"6/05/99",1,2411031,5,3,"Obtained as gift",0,0,0,0,0,1500
25,"6/05/99",1,2411031,1,1,"Purchased before 1992",60,0,1200,500,0,0
26,"6/05/99",1,2411031,1,11,"Purchased since 1992",0,0,0,1000,200,0
28,"6/05/99",1,2411231,1,1,"Purchased before 1992",60,0,2000,1500,0,0
29,"6/05/99",1,2411231,1,11,"Purchased since 1992",0,0,0,500,200,0
30,"6/05/99",1,2411231,2,1,"Purchased before 1992",0,0,0,0,0,500
31,"6/05/99",1,2411339,1,11,"Purchased since 1992",35,0,400,300,0,0
32,"6/05/99",1,2411339,2,3,"Obtained as gift",0,0,0,0,0,900
33,"6/05/99",1,2411439,1,11,"Purchased since 1992",0,0,1000,400,0,0
34,"6/05/99",1,2411439,2,3,"Obtained as gift",0,0,0,0,0,60
36,"6/05/99",1,2411539,2,3,"Obtained as gift",0,0,0,0,0,300
35,"6/05/99",1,2411539,1,11,"Purchased since 1992",50,0,500,300,0,0
39,"6/05/99",1,2411639,2,3,"Obtained as gift",0,0,0,0,0,1500
37,"6/05/99",1,2411639,1,1,"Purchased before 1992",0,0,0,700,0,0
38,"6/05/99",1,2411639,1,11,"Purchased since 1992",400,90,1500,500,2500,0
40,"6/05/99",1,2411639,5,3,"Obtained as gift",0,0,0,0,0,2500
41,"6/05/99",1,2411739,1,11,"Purchased since 1992",70,0,900,300,0,0
42,"6/05/99",1,2411739,2,3,"Obtained as gift",0,0,0,0,0,500
43,"6/05/99",1,2411839,1,11,"Purchased since 1992",100,0,900,800,0,0
45,"6/05/99",1,2411839,4,11,"Purchased since 1992",0,0,0,0,0,1500
44,"6/05/99",1,2411839,2,3,"Obtained as gift",0,0,0,0,0,1000
47,"6/05/99",1,2411939,2,3,"Obtained as gift",0,0,0,0,0,1200
46,"6/05/99",1,2411939,1,11,"Purchased since 1992",350,0,500,600,0,0
48,"6/05/99",1,2412039,1,11,"Purchased since 1992",500,0,800,400,0,0
49,"6/05/99",1,2412039,2,3,"Obtained as gift",0,0,0,0,0,500
51,"6/05/99",1,2412139,2,3,"Obtained as gift",0,0,0,0,0,700
50,"6/05/99",1,2412139,1,11,"Purchased since 1992",0,0,500,300,0,0
72,"8/07/99",1,2420131,11,11,"Purchased since 1992",0,0,0,0,0,3500
68,"8/07/99",1,2420131,1,1,"Purchased before 1992",0,100,3000,700,0,0
71,"8/07/99",1,2420131,2,3,"Obtained as gift",0,0,0,0,0,2000
69,"8/07/99",1,2420131,1,11,"Purchased since 1992",300,0,10000,2500,1000,0
73,"8/07/99",1,2420131,11,2,"Inherited",0,0,0,0,0,4000
70,"8/07/99",1,2420131,2,1,"Purchased before 1992",0,0,0,0,0,2000
137,"8/07/99",1,2420141,2,2,"Inherited",0,0,0,0,0,1200
136,"8/07/99",1,2420141,2,1,"Purchased before 1992",0,0,0,0,0,800
134,"8/07/99",1,2420141,1,11,"Purchased since 1992",250,50,900,950,0,0
133,"8/07/99",1,2420141,1,1,"Purchased before 1992",0,0,300,0,0,0
135,"8/07/99",1,2420141,1,2,"Inherited",0,0,0,400,0,0
151,"8/07/99",1,2420151,2,3,"Obtained as gift",0,0,0,0,0,2000
149,"8/07/99",1,2420151,1,11,"Purchased since 1992",100,150,2300,1500,200,0
148,"8/07/99",1,2420151,1,1,"Purchased before 1992",0,0,700,500,0,0
150,"8/07/99",1,2420151,2,11,"Purchased since 1992",0,0,0,0,0,4000
75,"8/07/99",1,2420231,8,1,"Purchased before 1992",0,0,0,0,0,500
74,"8/07/99",1,2420231,1,1,"Purchased before 1992",100,0,700,500,0,0
152,"8/07/99",1,2420251,1,1,"Purchased before 1992",0,0,500,900,0,0
153,"8/07/99",1,2420251,1,11,"Purchased since 1992",300,100,2500,1000,0,0
156,"8/07/99",1,2420251,2,3,"Obtained as gift",0,0,0,0,0,5000
158,"8/07/99",1,2420251,5,4,"Obtained as dowry",0,0,0,0,0,4000
157,"8/07/99",1,2420251,5,11,"Purchased since 1992",0,0,0,0,0,2000
154,"8/07/99",1,2420251,2,1,"Purchased before 1992",0,0,0,0,0,1000
155,"8/07/99",1,2420251,2,11,"Purchased since 1992",0,0,0,0,0,2000
77,"8/07/99",1,2420331,1,11,"Purchased since 1992",100,50,1000,500,0,0
78,"8/07/99",1,2420331,2,3,"Obtained as gift",0,0,0,0,0,1000
76,"8/07/99",1,2420331,1,1,"Purchased before 1992",50,0,500,300,0,0
162,"8/07/99",1,2420351,3,11,"Purchased since 1992",0,0,0,0,0,500
160,"8/07/99",1,2420351,1,11,"Purchased since 1992",300,0,1500,700,0,0
159,"8/07/99",1,2420351,1,1,"Purchased before 1992",200,200,1000,400,0,0
161,"8/07/99",1,2420351,2,1,"Purchased before 1992",0,0,0,0,0,2500
79,"8/07/99",1,2420431,1,1,"Purchased before 1992",100,60,700,700,0,0
82,"8/07/99",1,2420431,2,3,"Obtained as gift",0,0,0,0,0,1500
80,"8/07/99",1,2420431,1,11,"Purchased since 1992",300,0,1500,400,0,0
81,"8/07/99",1,2420431,2,1,"Purchased before 1992",0,0,0,0,0,200
141,"8/07/99",1,2420441,1,11,"Purchased since 1992",70,0,400,250,0,0
142,"8/07/99",1,2420441,2,3,"Obtained as gift",0,0,0,0,0,70
165,"8/07/99",1,2420459,2,1,"Purchased before 1992",0,0,0,0,0,2000
163,"8/07/99",1,2420459,1,1,"Purchased before 1992",200,200,5000,1000,0,0
167,"8/07/99",1,2420459,6,11,"Purchased since 1992",0,0,0,0,0,4000
164,"8/07/99",1,2420459,1,11,"Purchased since 1992",200,0,4000,1500,0,0
168,"8/07/99",1,2420459,6,3,"Obtained as gift",0,0,0,0,0,8000
166,"8/07/99",1,2420459,2,3,"Obtained as gift",0,0,0,0,0,3000
86,"8/07/99",1,2420531,7,11,"Purchased since 1992",0,0,0,0,0,2500
83,"8/07/99",1,2420531,1,11,"Purchased since 1992",600,300,3000,1500,200,0
85,"8/07/99",1,2420531,2,11,"Purchased since 1992",0,0,0,0,0,5000
84,"8/07/99",1,2420531,2,1,"Purchased before 1992",0,0,0,0,0,15000
145,"8/07/99",1,2420541,2,3,"Obtained as gift",0,0,0,0,0,100
147,"8/07/99",1,2420541,3,4,"Obtained as dowry",0,0,0,0,0,200
144,"8/07/99",1,2420541,1,2,"Inherited",0,0,1000,800,0,0
146,"8/07/99",1,2420541,3,11,"Purchased since 1992",0,0,0,0,0,1500
143,"8/07/99",1,2420541,1,11,"Purchased since 1992",300,0,3500,1000,4500,0
87,"8/07/99",1,2420631,1,11,"Purchased since 1992",300,200,7000,1900,7000,0
88,"8/07/99",1,2420631,2,1,"Purchased before 1992",0,0,0,0,0,10000
89,"8/07/99",1,2420631,2,11,"Purchased since 1992",0,0,0,0,0,2000
90,"8/07/99",1,2420731,1,1,"Purchased before 1992",100,100,500,500,0,0
92,"8/07/99",1,2420731,2,1,"Purchased before 1992",0,0,0,0,0,5000
91,"8/07/99",1,2420731,1,11,"Purchased since 1992",200,0,2500,900,200,0
95,"8/07/99",1,2420831,2,12,"Sale since 1992",0,0,0,0,0,1000
94,"8/07/99",1,2420831,1,11,"Purchased since 1992",500,0,1200,1500,0,0
93,"8/07/99",1,2420831,1,1,"Purchased before 1992",0,100,500,500,0,0
96,"8/07/99",1,2420931,1,1,"Purchased before 1992",100,0,500,500,0,0
98,"8/07/99",1,2420931,2,11,"Purchased since 1992",0,0,0,0,0,1000
97,"8/07/99",1,2420931,1,11,"Purchased since 1992",250,60,1000,700,0,0
103,"8/07/99",1,2421031,11,3,"Obtained as gift",0,0,0,0,0,8000
100,"8/07/99",1,2421031,1,11,"Purchased since 1992",300,0,1500,1300,7000,0
101,"8/07/99",1,2421031,2,1,"Purchased before 1992",0,0,0,0,0,2000
102,"8/07/99",1,2421031,2,11,"Purchased since 1992",0,0,0,0,0,1000
99,"8/07/99",1,2421031,1,1,"Purchased before 1992",200,200,2000,700,0,0
104,"8/07/99",1,2421131,1,1,"Purchased before 1992",200,200,5000,2000,0,0
105,"8/07/99",1,2421131,1,11,"Purchased since 1992",550,0,10000,3000,200,0
107,"8/07/99",1,2421131,2,3,"Obtained as gift",0,0,0,0,0,5000
106,"8/07/99",1,2421131,2,11,"Purchased since 1992",0,0,0,0,0,200
108,"8/07/99",1,2421132,1,11,"Purchased since 1992",400,0,7000,2000,2000,0
111,"8/07/99",1,2421132,2,3,"Obtained as gift",0,0,0,0,0,7000
109,"8/07/99",1,2421132,1,2,"Inherited",0,0,0,1000,0,0
110,"8/07/99",1,2421132,2,11,"Purchased since 1992",0,0,0,0,0,1000
112,"8/07/99",1,2421231,1,1,"Purchased before 1992",0,0,2000,400,0,0
114,"8/07/99",1,2421231,2,11,"Purchased since 1992",0,0,0,0,0,200
113,"8/07/99",1,2421231,1,11,"Purchased since 1992",300,100,1000,5000,0,0
118,"8/07/99",1,2421232,2,3,"Obtained as gift",0,0,0,0,0,5000
115,"8/07/99",1,2421232,1,11,"Purchased since 1992",150,0,2000,1000,2500,0
116,"8/07/99",1,2421232,1,2,"Inherited",0,0,500,300,0,0
117,"8/07/99",1,2421232,2,11,"Purchased since 1992",0,0,0,0,0,3000
129,"8/07/99",1,2421639,2,3,"Obtained as gift",0,0,0,0,0,11000
127,"8/07/99",1,2421639,1,1,"Purchased before 1992",0,200,1000,400,0,0
128,"8/07/99",1,2421639,1,11,"Purchased since 1992",300,0,1500,500,200,0
348,"8/19/99",1,2430131,2,3,"Obtained as gift",0,0,0,0,0,100
344,"8/19/99",1,2430131,1,1,"Purchased before 1992",200,0,500,500,0,0
347,"8/19/99",1,2430131,2,11,"Purchased since 1992",0,0,0,0,0,1900
345,"8/19/99",1,2430131,1,11,"Purchased since 1992",300,0,3500,3000,3500,0
346,"8/19/99",1,2430131,2,1,"Purchased before 1992",0,0,0,0,0,1000
416,"8/19/99",1,2430141,1,1,"Purchased before 1992",200,0,1500,1700,0,0
419,"8/19/99",1,2430141,8,3,"Obtained as gift",0,0,0,0,0,3000
417,"8/19/99",1,2430141,1,11,"Purchased since 1992",200,100,1500,1300,0,0
418,"8/19/99",1,2430141,2,3,"Obtained as gift",0,0,0,0,0,500
425,"8/19/99",1,2430143,2,3,"Obtained as gift",0,0,0,0,0,400
423,"8/19/99",1,2430143,1,11,"Purchased since 1992",40,0,1200,1100,0,0
424,"8/19/99",1,2430143,1,2,"Inherited",0,0,0,100,0,0
439,"8/19/99",1,2430151,1,1,"Purchased before 1992",300,0,9000,900,0,1000
440,"8/19/99",1,2430151,1,11,"Purchased since 1992",0,0,0,1000,0,0
350,"8/19/99",1,2430231,1,11,"Purchased since 1992",300,0,1000,800,2000,0
349,"8/19/99",1,2430231,1,1,"Purchased before 1992",200,0,500,400,0,0
351,"8/19/99",1,2430231,2,11,"Purchased since 1992",0,0,0,0,0,6000
427,"8/19/99",1,2430241,1,11,"Purchased since 1992",0,0,0,700,0,0
428,"8/19/99",1,2430241,1,2,"Inherited",450,0,0,0,0,0
430,"8/19/99",1,2430241,5,3,"Obtained as gift",0,0,0,0,0,500
426,"8/19/99",1,2430241,1,1,"Purchased before 1992",0,0,0,500,0,0
429,"8/19/99",1,2430241,4,3,"Obtained as gift",0,0,0,0,0,2500
431,"8/19/99",1,2430242,1,11,"Purchased since 1992",250,0,500,600,8000,200
443,"8/19/99",1,2430251,2,1,"Purchased before 1992",0,0,0,0,0,20000
442,"8/19/99",1,2430251,1,11,"Purchased since 1992",400,0,5000,2000,5000,0
444,"8/19/99",1,2430251,2,11,"Purchased since 1992",0,0,0,0,0,30000
441,"8/19/99",1,2430251,1,1,"Purchased before 1992",1000,200,15000,3000,0,0
446,"8/19/99",1,2430251,14,3,"Obtained as gift",0,0,0,0,0,12000
445,"8/19/99",1,2430251,2,3,"Obtained as gift",0,0,0,0,0,10000
355,"8/19/99",1,2430331,4,11,"Purchased since 1992",0,0,0,0,0,3000
352,"8/19/99",1,2430331,1,1,"Purchased before 1992",0,0,300,1500,0,0
356,"8/19/99",1,2430331,4,3,"Obtained as gift",0,0,0,0,0,2000
354,"8/19/99",1,2430331,2,1,"Purchased before 1992",0,0,0,0,0,3000
353,"8/19/99",1,2430331,1,11,"Purchased since 1992",900,0,1700,1500,0,0
448,"8/19/99",1,2430351,1,11,"Purchased since 1992",500,0,2000,3000,20000,0
451,"8/19/99",1,2430351,2,3,"Obtained as gift",0,0,0,0,0,10000
452,"8/19/99",1,2430351,3,3,"Obtained as gift",0,0,0,0,0,20000
449,"8/19/99",1,2430351,2,1,"Purchased before 1992",0,0,0,0,0,18000
447,"8/19/99",1,2430351,1,1,"Purchased before 1992",300,200,50000,2000,0,0
450,"8/19/99",1,2430351,2,11,"Purchased since 1992",0,0,0,0,0,15000
358,"8/19/99",1,2430431,2,11,"Purchased since 1992",0,150,1500,300,0,0
360,"8/19/99",1,2430431,3,11,"Purchased since 1992",0,0,0,0,0,1000
359,"8/19/99",1,2430431,3,1,"Purchased before 1992",0,0,0,0,0,1000
357,"8/19/99",1,2430431,2,1,"Purchased before 1992",300,0,0,500,0,0
435,"8/19/99",1,2430441,2,11,"Purchased since 1992",0,0,0,0,0,2000
434,"8/19/99",1,2430441,2,1,"Purchased before 1992",0,0,0,0,0,5000
433,"8/19/99",1,2430441,1,11,"Purchased since 1992",200,0,9000,1000,200,0
432,"8/19/99",1,2430441,1,1,"Purchased before 1992",200,0,4000,800,0,0
453,"8/19/99",1,2430459,1,1,"Purchased before 1992",300,100,3000,700,0,0
455,"8/19/99",1,2430459,2,11,"Purchased since 1992",0,0,0,0,0,1000
454,"8/19/99",1,2430459,1,11,"Purchased since 1992",0,0,0,2000,0,0
456,"8/19/99",1,2430459,2,3,"Obtained as gift",0,0,0,0,0,500
457,"8/19/99",1,2430459,5,3,"Obtained as gift",0,0,0,0,0,4000
362,"8/19/99",1,2430531,2,3,"Obtained as gift",0,0,0,0,0,2000
361,"8/19/99",1,2430531,1,1,"Purchased before 1992",400,200,3000,2000,0,0
438,"8/19/99",1,2430541,2,3,"Obtained as gift",0,0,0,0,0,200
437,"8/19/99",1,2430541,1,11,"Purchased since 1992",150,0,700,1000,6000,0
436,"8/19/99",1,2430541,1,1,"Purchased before 1992",200,0,500,2000,0,0
365,"8/19/99",1,2430631,2,5,"Obtained from other sources",0,0,0,0,0,800
364,"8/19/99",1,2430631,1,11,"Purchased since 1992",200,150,0,400,0,0
366,"8/19/99",1,2430631,3,11,"Purchased since 1992",0,0,0,0,0,2000
363,"8/19/99",1,2430631,1,1,"Purchased before 1992",200,0,2000,1000,0,0
367,"8/19/99",1,2430731,1,1,"Purchased before 1992",100,200,0,500,0,0
368,"8/19/99",1,2430731,1,11,"Purchased since 1992",300,0,2500,3500,0,0
369,"8/19/99",1,2430731,2,2,"Inherited",0,0,0,0,0,12000
374,"8/19/99",1,2430831,2,3,"Obtained as gift",0,0,0,0,0,200
372,"8/19/99",1,2430831,2,1,"Purchased before 1992",0,0,0,0,0,100
371,"8/19/99",1,2430831,1,11,"Purchased since 1992",500,0,1800,1000,2800,0
370,"8/19/99",1,2430831,1,1,"Purchased before 1992",100,0,0,300,0,0
373,"8/19/99",1,2430831,2,11,"Purchased since 1992",0,0,0,0,0,300
376,"8/19/99",1,2430931,1,11,"Purchased since 1992",100,0,5000,1100,0,0
377,"8/19/99",1,2430931,2,1,"Purchased before 1992",0,0,0,0,0,400
379,"8/19/99",1,2430931,6,3,"Obtained as gift",0,0,0,0,0,3000
378,"8/19/99",1,2430931,2,3,"Obtained as gift",0,0,0,0,0,100
375,"8/19/99",1,2430931,1,1,"Purchased before 1992",250,0,0,700,0,0
382,"8/19/99",1,2430932,1,2,"Inherited",0,200,0,0,0,0
381,"8/19/99",1,2430932,1,11,"Purchased since 1992",0,0,0,200,0,0
380,"8/19/99",1,2430932,1,1,"Purchased before 1992",0,0,500,0,0,0
383,"8/19/99",1,2430932,2,11,"Purchased since 1992",0,0,0,0,0,4000
387,"8/19/99",1,2431031,7,4,"Obtained as dowry",0,0,0,0,0,12000
386,"8/19/99",1,2431031,2,3,"Obtained as gift",0,0,0,0,0,1000
385,"8/19/99",1,2431031,1,11,"Purchased since 1992",100,0,1000,1000,5500,0
384,"8/19/99",1,2431031,1,1,"Purchased before 1992",350,50,2000,1400,0,0
390,"8/19/99",1,2431131,2,1,"Purchased before 1992",0,0,0,0,0,4000
392,"8/19/99",1,2431131,4,1,"Purchased before 1992",0,0,0,0,0,2000
389,"8/19/99",1,2431131,1,11,"Purchased since 1992",50,0,1700,1000,0,0
391,"8/19/99",1,2431131,2,11,"Purchased since 1992",0,0,0,0,0,4000
393,"8/19/99",1,2431131,4,11,"Purchased since 1992",0,0,0,0,0,1000
388,"8/19/99",1,2431131,1,1,"Purchased before 1992",2000,0,1200,1000,0,0
394,"8/19/99",1,2431231,1,1,"Purchased before 1992",100,0,500,1000,200,0
395,"8/19/99",1,2431231,1,11,"Purchased since 1992",100,0,0,800,0,0
396,"8/19/99",1,2431231,2,3,"Obtained as gift",0,0,0,0,0,300
1,"7/07/99",1,2510141,1,1,"Purchased before 1992",0,0,600,0,0,0
