"casenum","date","weight_","hhcode","crisisid","crisisde","loss","hcf1","hcf2","exp"
143,"7/22/99",1,1320421,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
157,"7/22/99",1,1320441,8,"Huge expenditure due to illness",1.79769313486232e+308,25,1.79769313486232e+308,1.79769313486232e+308
162,"7/22/99",1,1320459,8,"Huge expenditure due to illness",35000,2,1.79769313486232e+308,35000
144,"7/22/99",1,1320521,8,"Huge expenditure due to illness",1.79769313486232e+308,2,1.79769313486232e+308,4000
158,"7/22/99",1,1320541,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
145,"7/22/99",1,1320621,2,"Crop damage",250,1,1.79769313486232e+308,1.79769313486232e+308
146,"7/22/99",1,1320621,24,"Expenditure for daughter's marriage",10000,2,3,10000
147,"7/22/99",1,1320721,30,"Others",1000,1,1.79769313486232e+308,1.79769313486232e+308
148,"7/22/99",1,1320921,15,"Undue harrassment by police",1.79769313486232e+308,2,3,12000
149,"7/22/99",1,1321021,5,"Death of cow/buffalo",24000,1,1.79769313486232e+308,1.79769313486232e+308
150,"7/22/99",1,1321021,8,"Huge expenditure due to illness",3000,4,1.79769313486232e+308,3000
151,"7/22/99",1,1321121,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
20,"8/01/99",1,1330121,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
31,"8/01/99",1,1330141,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
36,"8/01/99",1,1330151,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
19,"8/01/99",1,1330221,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
37,"8/01/99",1,1330251,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
38,"8/01/99",1,1330252,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
21,"8/01/99",1,1330321,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
32,"8/01/99",1,1330341,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
39,"8/01/99",1,1330351,2,"Crop damage",2000,2,1.79769313486232e+308,2000
40,"8/01/99",1,1330351,24,"Expenditure for daughter's marriage",10000,23,1.79769313486232e+308,7000
22,"8/01/99",1,1330421,1,"Death of primary income eraner",1.79769313486232e+308,23,1.79769313486232e+308,6000
23,"8/01/99",1,1330422,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
33,"8/01/99",1,1330441,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
41,"8/01/99",1,1330459,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
34,"8/01/99",1,1330541,9,"Loss of money",22000,1,1.79769313486232e+308,1.79769313486232e+308
35,"8/01/99",1,1330541,15,"Undue harrassment by police",1.79769313486232e+308,11,1.79769313486232e+308,1000
24,"8/01/99",1,1330621,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
25,"8/01/99",1,1330622,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
26,"8/01/99",1,1330721,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
27,"8/01/99",1,1330921,2,"Crop damage",2000,1,1.79769313486232e+308,1.79769313486232e+308
28,"8/01/99",1,1331021,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
29,"8/01/99",1,1331121,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
30,"8/01/99",1,1331221,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
282,"6/27/99",1,1410121,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
283,"6/27/99",1,1410122,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
297,"6/27/99",1,1410141,8,"Huge expenditure due to illness",1500,2,1.79769313486232e+308,1500
302,"6/27/99",1,1410151,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
303,"6/27/99",1,1410152,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
304,"6/27/99",1,1410251,5,"Death of cow/buffalo",4000,1,1.79769313486232e+308,1.79769313486232e+308
284,"6/27/99",1,1410321,8,"Huge expenditure due to illness",5000,2,1.79769313486232e+308,5000
298,"6/27/99",1,1410341,8,"Huge expenditure due to illness",15000,1,1.79769313486232e+308,15000
305,"6/27/99",1,1410351,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
285,"6/27/99",1,1410421,5,"Death of cow/buffalo",5000,1,1.79769313486232e+308,1.79769313486232e+308
299,"6/27/99",1,1410441,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
306,"6/27/99",1,1410459,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
300,"6/27/99",1,1410541,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
286,"6/27/99",1,1410721,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
301,"6/27/99",1,1410741,8,"Huge expenditure due to illness",4000,2,1.79769313486232e+308,4000
287,"6/27/99",1,1410821,5,"Death of cow/buffalo",3000,1,1.79769313486232e+308,1.79769313486232e+308
288,"6/27/99",1,1410821,7,"Damage to house/land due to cyclone",20000,22,23,20000
289,"6/27/99",1,1410921,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
290,"6/27/99",1,1411021,12,"Land related litigation",15000,2,1.79769313486232e+308,15000
291,"6/27/99",1,1411221,8,"Huge expenditure due to illness",12000,2,1.79769313486232e+308,12000
292,"6/27/99",1,1411421,3,"Burglery/Theft",12000,2,1.79769313486232e+308,12000
293,"6/27/99",1,1411421,8,"Huge expenditure due to illness",3000,2,1.79769313486232e+308,3000
294,"6/27/99",1,1411621,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
295,"6/27/99",1,1411721,8,"Huge expenditure due to illness",22000,2,1.79769313486232e+308,22000
296,"6/27/99",1,1411821,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1,"7/15/99",1,1420121,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
23,"7/16/99",1,1420151,8,"Huge expenditure due to illness",5000,2,1.79769313486232e+308,5000
2,"7/16/99",1,1420221,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
24,"7/16/99",1,1420251,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
17,"7/16/99",1,1420341,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
25,"7/16/99",1,1420351,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
26,"7/16/99",1,1420352,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
18,"7/16/99",1,1420441,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
27,"7/16/99",1,1420459,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
3,"7/16/99",1,1420521,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
19,"7/16/99",1,1420541,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
20,"7/16/99",1,1420542,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
4,"7/16/99",1,1420621,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
21,"7/16/99",1,1420641,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
5,"7/16/99",1,1420721,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
22,"7/16/99",1,1420741,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
6,"7/16/99",1,1420821,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
7,"7/16/99",1,1421021,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
8,"7/16/99",1,1421121,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
9,"7/16/99",1,1421221,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
10,"7/16/99",1,1421321,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
11,"7/16/99",1,1421322,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
12,"7/16/99",1,1421421,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
13,"7/16/99",1,1421521,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
14,"7/16/99",1,1421621,8,"Huge expenditure due to illness",3500,2,1.79769313486232e+308,3500
15,"7/16/99",1,1421721,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
16,"7/16/99",1,1421821,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
293,"6/28/99",1,1430121,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
311,"6/28/99",1,1430141,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
316,"6/28/99",1,1430151,5,"Death of cow/buffalo",2500,23,1.79769313486232e+308,4000
294,"6/28/99",1,1430221,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
312,"6/28/99",1,1430241,10,"Evacuation from land",15000,8,2,1500
317,"6/28/99",1,1430251,4,"Theft of cow/buffalo",17000,7,1.79769313486232e+308,8000
318,"6/28/99",1,1430251,9,"Loss of money",42000,1,1.79769313486232e+308,1.79769313486232e+308
295,"6/28/99",1,1430321,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
313,"6/28/99",1,1430341,12,"Land related litigation",12000,22,1.79769313486232e+308,12000
319,"6/28/99",1,1430351,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
320,"6/28/99",1,1430459,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
296,"6/28/99",1,1430521,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
314,"6/28/99",1,1430541,23,"Harrassment of females by terrorist",1.79769313486232e+308,2,1.79769313486232e+308,30000
297,"6/28/99",1,1430621,8,"Huge expenditure due to illness",8000,7,1.79769313486232e+308,8000
315,"6/28/99",1,1430641,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
298,"6/28/99",1,1430731,3,"Burglery/Theft",18000,7,1.79769313486232e+308,4000
299,"6/28/99",1,1430731,24,"Expenditure for daughter's marriage",28000,3,1.79769313486232e+308,28000
300,"6/28/99",1,1430731,30,"Others",7000,23,1.79769313486232e+308,7000
301,"6/28/99",1,1430821,3,"Burglery/Theft",13000,2,1.79769313486232e+308,4000
302,"6/28/99",1,1430921,5,"Death of cow/buffalo",2000,1,1.79769313486232e+308,1.79769313486232e+308
303,"6/28/99",1,1431031,5,"Death of cow/buffalo",4000,23,1.79769313486232e+308,3500
304,"6/28/99",1,1431121,8,"Huge expenditure due to illness",6500,7,1.79769313486232e+308,6500
305,"6/28/99",1,1431331,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
306,"6/28/99",1,1431421,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
307,"6/28/99",1,1431521,5,"Death of cow/buffalo",4000,1,1.79769313486232e+308,1.79769313486232e+308
308,"6/28/99",1,1431522,8,"Huge expenditure due to illness",15000,7,1.79769313486232e+308,15000
309,"6/28/99",1,1431621,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
310,"6/28/99",1,1431721,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
23,"6/01/99",1,1510121,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
39,"6/01/99",1,1510141,16,"Expenditure incurred on court/polic",2300,2,1.79769313486232e+308,2300
44,"6/01/99",1,1510151,2,"Crop damage",30000,3,4,30000
24,"6/01/99",1,1510221,16,"Expenditure incurred on court/polic",1500,15,1.79769313486232e+308,1.79769313486232e+308
25,"6/01/99",1,1510221,24,"Expenditure for daughter's marriage",22000,23,4,22000
40,"6/01/99",1,1510241,8,"Huge expenditure due to illness",3000,22,2,3000
45,"6/01/99",1,1510251,2,"Crop damage",10000,4,2,10000
46,"6/01/99",1,1510252,24,"Expenditure for daughter's marriage",15000,4,2,15000
26,"6/01/99",1,1510321,8,"Huge expenditure due to illness",14000,2,22,14000
41,"6/01/99",1,1510341,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
47,"6/01/99",1,1510351,8,"Huge expenditure due to illness",30000,12,4,30000
63,"9/11/99",1,1510421,8,"Huge expenditure due to illness",12000,1,17,12000
64,"9/11/99",1,1510421,15,"Undue harrassment by police",6000,15,1.79769313486232e+308,6000
42,"6/01/99",1,1510441,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
48,"6/01/99",1,1510459,2,"Crop damage",50000,3,1.79769313486232e+308,50000
49,"6/01/99",1,1510459,16,"Expenditure incurred on court/polic",50000,3,4,50000
27,"6/01/99",1,1510521,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
43,"6/01/99",1,1510541,16,"Expenditure incurred on court/polic",3500,2,22,3500
28,"6/01/99",1,1510621,2,"Crop damage",10000,12,1.79769313486232e+308,11000
29,"6/01/99",1,1510621,16,"Expenditure incurred on court/polic",700,15,1.79769313486232e+308,700
30,"6/01/99",1,1510721,2,"Crop damage",7000,12,1.79769313486232e+308,7000
31,"6/01/99",1,1510722,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
32,"6/01/99",1,1510821,2,"Crop damage",12000,18,12,12000
33,"6/01/99",1,1510921,24,"Expenditure for daughter's marriage",20000,23,2,20000
34,"6/01/99",1,1511021,2,"Crop damage",12000,12,18,12000
35,"6/01/99",1,1511022,2,"Crop damage",6000,12,1.79769313486232e+308,3000
36,"6/01/99",1,1511022,16,"Expenditure incurred on court/polic",60000,3,2,60000
37,"6/01/99",1,1511121,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
38,"6/01/99",1,1511221,2,"Crop damage",10000,17,2,10000
38,"5/29/99",1,1520121,1,"Death of primary income eraner",1.79769313486232e+308,1,1.79769313486232e+308,0
39,"5/29/99",1,1520122,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
56,"5/29/99",1,1520141,8,"Huge expenditure due to illness",12000,6,1.79769313486232e+308,12000
63,"5/29/99",1,1520151,9,"Loss of money",70000,1,1.79769313486232e+308,1.79769313486232e+308
40,"5/29/99",1,1520221,8,"Huge expenditure due to illness",2000,2,1.79769313486232e+308,2000
41,"5/29/99",1,1520221,11,"Threat of evacaution from land",1.79769313486232e+308,15,1.79769313486232e+308,30
57,"5/29/99",1,1520241,24,"Expenditure for daughter's marriage",20000,15,7,20000
64,"5/29/99",1,1520251,12,"Land related litigation",3000,11,1.79769313486232e+308,1.79769313486232e+308
65,"5/29/99",1,1520251,30,"Others",60000,2,4,60000
66,"5/29/99",1,1520252,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
42,"5/29/99",1,1520321,5,"Death of cow/buffalo",7500,1,1.79769313486232e+308,1.79769313486232e+308
43,"5/29/99",1,1520321,24,"Expenditure for daughter's marriage",25000,23,2,1.79769313486232e+308
58,"5/29/99",1,1520341,8,"Huge expenditure due to illness",30000,2,7,30000
59,"5/29/99",1,1520342,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
67,"5/29/99",1,1520351,21,"Torture for dowry",1.79769313486232e+308,25,2,30000
68,"5/29/99",1,1520352,8,"Huge expenditure due to illness",7000,2,22,7000
69,"5/29/99",1,1520353,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
44,"5/29/99",1,1520421,2,"Crop damage",15000,23,1.79769313486232e+308,8000
45,"5/29/99",1,1520421,5,"Death of cow/buffalo",2000,1,1.79769313486232e+308,0
46,"5/29/99",1,1520421,7,"Damage to house/land due to cyclone",2000,2,1.79769313486232e+308,2000
60,"5/29/99",1,1520441,3,"Burglery/Theft",600,2,1.79769313486232e+308,1.79769313486232e+308
61,"5/29/99",1,1520441,8,"Huge expenditure due to illness",1000,4,1.79769313486232e+308,1000
70,"5/29/99",1,1520459,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
47,"5/29/99",1,1520521,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
62,"5/29/99",1,1520541,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
65,"9/11/99",1,1520621,2,"Crop damage",3000,1,1.79769313486232e+308,1.79769313486232e+308
48,"5/29/99",1,1520622,8,"Huge expenditure due to illness",1.79769313486232e+308,4,1.79769313486232e+308,1000
49,"5/29/99",1,1520721,8,"Huge expenditure due to illness",1.79769313486232e+308,1,1.79769313486232e+308,30000
